F703,送信先グループNo.異常,送信先グループNo.を見直す。 
F706,受信データサイズ異常,ケーブル不良またはH/W故障です。通信異常が発生している場合は、通信ケーブルを見直してください。通信異常が発生していない場合は、H/W故障のため、最寄の支社または代理店に連絡ください。
F707,中継局数異常,送信できる局を設定する。システムを見直す。ルーティングパラメータを見直す。
F708,受信グループNo.異常,対象局のグループNo.設定を見直す。
F709,受信ネットワークNo.異常,"パラメータのネットワークNo.を見直す。
パラメータ設定していない場合，ネットワークNo.は1（デフォルト）が設定されますので，他局のネットワークNo.を見直す。"
F70A,システムエラー,ケーブル不良またはH/W故障です。通信異常が発生している場合は、通信ケーブルを見直してください。通信異常が発生していない場合は、H/W故障のため、最寄の支社または代理店に連絡ください。
F70B,レスポンス待ちタイムアウト,SB0047（バトンパス状態），SB049（データリンク状態）が正常になるまで待つ。
F70C,システムエラー,ケーブル不良またはH/W故障です。通信異常が発生している場合は、通信ケーブルを見直してください。通信異常が発生していない場合は、H/W故障のため、最寄の支社または代理店に連絡ください。
F70E,システムエラー,ケーブル不良またはネットワークユニットのH/W故障です。通信異常が発生している場合は、通信ケーブルを見直してください。通信異常が発生していない場合は、H/W故障のため、最寄の支社または代理店に連絡ください。
F710,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F711,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F712,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F781,ＤＮＡ異常検出,CPUユニットまたはネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F782,ＤＳ異常検出,他局アクセス指定で、C24接続またはCC-Link接続になっていないかを確認する。上記以外の場合は、CPUユニットまたはCPUユニットまたはネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F783,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F7C1,自局チャンネル使用中,チャンネル番号を変更するか、しばらく時間をおいてから再度命令を実行する。チャンネルのインターロックを確認する。
F7C2,対象局チャンネル使用中,しばらく時間をおいてから再度SEND命令を実行する。対象局が該当チャンネルを使用して命令を実行していないかまたはRECV処理が実行されているか確認する。自局以外の局が対象局の該当チャンネルにSEND命令を実行していないか確認する。
F7C3,到達監視時間タイムアップ,RECV命令で発生する場合：他局がSEND命令を実行しているようであれば、到達監視時間の値を大きくする。もしくはRECV命令実行要求ﾌﾗグのＯNでRECV命令を起動する。RECV命令以外の場合：到達監視時間の値を大きくする。対象局の動作状態，ネットワーク状態，（他ネットワーク宛ての場合は）中継局状態を確認する。
F7C4,再送回数カウントアップ,到達監視時間の値を大きくする。REMFR/REMTO命令は、再実行する。対象局の動作状態，ネットワーク状態，（他ネットワーク宛ての場合は）中継局状態を確認する。
F7C5,SEND命令対象局異常,送受信命令の要求コントロールブロックの対象ネットワークNo.，対象局番号を見直す。
F7C6,チャンネル番号設定範囲外,送受信命令の要求コントロールブロックの自局および対象局チャンネル番号を1～64の範囲で設定する。
F7C7,対象局指定異常(自局指定),送受信命令の要求コントロールブロックの対象局番号を自局以外に指定する。
F7C8,実行タイプ指定異常,送受信命令の要求コントロールブロックの実行・異常時完了タイプを全局指定またはグループ指定の場合，実行タイプは“到達確認なし”にする。
F7C9,再送回数設定範囲外,送受信命令の要求コントロールブロックの再送回数を0～15（回）の範囲で設定する。
F7CA,到達監視時間設定範囲外,送受信命令の要求コントロールブロックの到達監視時間を0～32767（秒）の範囲で設定する。
F7CB,送信データ長設定範囲外(SEND命令),SEND命令の要求コントロールブロックの送信データ長を1～960（ワード）の範囲で設定する。
F7CD,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F7E1,コントロールデータ異常,専用命令のコントロールデータ内の設定値(モードなど)を、確認してください。
F7E2,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F7E3,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F7E4,対象CPU種別エラー,"WRITE,READ,REQ,RRUN,RSTOP,RTMRD,RTMWR命令で指定する対象CPU種別が範囲外でないか確認する。"
F7E5,送信完了イベント待ちタイマタイムアウト,しばらく時間を置いてから再度REMFR/REMTO命令を実行する。対象局の動作状態，ネットワーク状態，（他ネットワーク宛ての場合は）中継局状態を確認する。
F7E7,バッファメモリアドレス指定エラー,REMFR/REMTO命令で指定したバッファメモリアドレスが8000hを超えていないかを確認する。
F7E8,ネットワーク種別エラー,REMFR/REMTO命令で指定したネットワーク番号が、PC間ネットワークを指定していないかを確認する。
F7E9,命令実行不可エラー,REMFR/REMTO命令を実行したとき、自局がデータリンクしているかを確認する。
F800,モードスイッチ設定エラー,モードスイッチの設定を確認してください。再設定してもエラーが発生する場合は、H/Wの故障です。最寄の支社または代理店に連絡ください。
F801,ネットワークNo.設定エラー,ネットワークパラメータを新規作成した後、PC書込みする。それでも発生する場合は、CPUまたはネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F802,グループナンバーエラー,ネットワークパラメータを新規作成した後、PC書込みする。それでも発生する場合は、CPUまたはネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F803,局番設定エラー,"局番が1～64になっているかを確認してください。1～64に設定しても同様のエラーが発生する場合は、H/Wの故障です。最寄の支社または代理店に連絡ください。
"
F804,DIPスイッチ設定エラー,ネットワークパラメータを新規作成した後、PC書込みする。それでも発生する場合は、CPUまたはネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F805,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F806,システムエラー,CPUユニットまたはネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F808,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F80A,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F80B,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F80C,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F80D,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F80E,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F80F,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F811,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F812,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F813,パラメータデータ異常(パラメータ),管理局または通常局のネットワークユニットをMELSECNET/H拡張モードに対応したネットワークユニットに交換する。通常局のネットワーク種別を管理局のネットワーク種別に合わせる。ネットワークパラメータを新規作成した後、PC書込みする。それでも発生する場合は、CPUまたはネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F814,パラメータデータ異常(コード),ネットワークパラメータを新規作成した後、PC書込みする。それでも発生する場合は、CPUまたはネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F820,リンクパラメータエラー,通常局のネットワークユニットをMELSECNET/H拡張モードに対応したネットワークユニットに交換する。通常局のネットワーク種別を管理局のネットワーク種別に合わせる。ネットワークパラメータを新規作成した後、PC書込みする。MELSECNET/Hツイストバスユニット使用時は、ネットワーク種別が、MELSECNET/10モードでないこと、モードが正ループテスト・副ループテストでないことを確認する。上記に該当する場合は、ネットワークパラメータを新規作成した後、PC書込みを行う。それでも発生する場合は、CPUまたはネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F821,各局固有パラメータエラー,各局固有パラメータを見直す。自局の送信範囲を共通パラメータ≧各局固有パラメータとする。局固有パラメータが無い場合は、CPUまたはネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F822,システムエラー,CPUユニットまたはネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F823,"パラメータ整合性エラー
",自局の送信範囲を共通パラメータ≧各局固有パラメータとする。局固有パラメータが無い場合は、CPUまたはネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F825,CPUパラメータチェックエラー,CPUユニットまたはネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F826,パラメータ不一致エラー,パラメータをサブ管理局に合わせる。または管理局として起動する。マスタ局およびサブマスタ局のパラメータを見直しリセットする。それでも発生する場合は、CPUユニットまたはネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F828,管理局移行設定なし,管理局ダウン時のサブ管理局によるデータリンク有り設定にする。
F829,ペアリング設定なし,二重化システム(QnPRHCPU)に装着された局に対して、ペアリングありに設定する。
F82A,ネットワーク種別不整合エラー(通常局),通常局で設定されたネットワーク種別を、管理局に設定されたネットワーク種別に合わせる。
F82B,ネットワーク種別不整合エラー(管理局),通常局で設定されたネットワーク種別を、管理局に設定されたネットワーク種別に合わせる。
F830,システムエラー,CPUユニットまたはネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F831,システムエラー,CPUユニットまたはネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F832,データリンク起動条件エラー,全局指定によりデータリンク停止された局は、全局指定によりデータリンクを起動する。局指定によりデータリンク停止された局は、データリンク停止局からの局指定によりデータリンクを起動するか、強制起動を行う。
F833,キーワードエラー,データリンクを停止した局からデータリンクを起動する。またはデータリンクを強制起動する。 
F834,システムエラー,ケーブル不良またはH/W故障です。通信異常が発生している場合は、通信ケーブルを見直してください。通信異常が発生していない場合は、H/W故障のため、最寄の支社または代理店に連絡ください。
F835,システムエラー,ケーブル不良またはH/W故障です。通信異常が発生している場合は、通信ケーブルを見直してください。通信異常が発生していない場合は、H/W故障のため、最寄の支社または代理店に連絡ください。
F836,システムエラー,ケーブル不良またはH/W故障です。通信異常が発生している場合は、通信ケーブルを見直してください。通信異常が発生していない場合は、H/W故障のため、最寄の支社または代理店に連絡ください。
F837,リトライ回数オーバー,管理局の状態チェック（途中でリセットエラー等がおきていないか）
F838,対応タイマｰタイムアウト,管理局の状態チェック（途中でリセットエラー等がおきていないか）
F839,リンクパラメータなし（交信不能状態）,リンクパラメータを登録する。
F83A,SW0000範囲外エラー,SW0000の内容を修正する。
F83B,強制切替え実行不可エラー,下記条件を満たしているか確認する・多重リモートI/Oネットシステムであること。・マスタ局のパラメータが「待機局として復列する」になっていること。・自局がマスタ局動作中であること。・サブマスタ動作局がデータリンク中であること。
F840,低速サイクリックパラメータエラー,ネットワークパラメータを新規作成した後、PC書込みする。それでも発生する場合は、CPUまたはネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F841,システムエラー,ネットワークパラメータを新規作成した後、PC書込みする。それでも発生する場合は、CPUまたはネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F842,システムエラー,ネットワークパラメータを新規作成した後、PC書込みする。それでも発生する場合は、CPUまたはネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F843,システムエラー,ネットワークパラメータを新規作成した後、PC書込みする。それでも発生する場合は、CPUまたはネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F901,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F902,システムエラー,NET/Hの中継が8段以上になっていないか、システム構成を確認してください。
F903,システムエラー,CPUユニットまたはネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F904,システムエラー,CPUユニットまたはネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
F905,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FD01,CRCエラー(オフラインテスト) ,システムでリトライするため、対処する必要なし。ただし、発生が多発する場合は、ケーブル不良，H/W不良，ノイズ， (バス時)終端抵抗接続なし、配線ミスをチェックする) 
FD02,オーバーランエラー(オフラインテスト),システムでリトライするため、対処する必要なし。ただし、発生が多発する場合は、ケーブル不良，H/W不良，ノイズ， (バス時)終端抵抗接続なし、配線ミスをチェックする) 
FD03,AB.IFエラー(オフラインテスト),システムでリトライするため、対処する必要なし。ただし、発生が多発する場合は、ケーブル不良，H/W不良，ノイズ， (バス時)終端抵抗接続なし、配線ミスをチェックする) 
FD04,TIMEエラー(オフラインテスト)  ,システムでリトライするため、対処する必要なし。ただし、発生が多発する場合は、ケーブル不良，H/W不良，ノイズ， (バス時)終端抵抗接続なし、配線ミスをチェックする) 
FD05,データエラー(オフラインテスト)  ,システムでリトライするため、対処する必要なし。ただし、発生が多発する場合は、ケーブル不良，H/W不良，ノイズ， (バス時)終端抵抗接続なし、配線ミスをチェックする) 
FD06,アンダーエラー(オフラインテスト) ,システムでリトライするため、対処する必要なし。ただし、発生が多発する場合は、ケーブル不良，H/W不良，ノイズ， (バス時)終端抵抗接続なし、配線ミスをチェックする) 
FD07,送信失敗,システムでリトライするため、対処する必要なし。ただし、発生が多発する場合は、ケーブル不良，H/W不良，ノイズ， (バス時)終端抵抗接続なし、配線ミスをチェックする) 
FD08,送信失敗（同軸バス),同軸ケーブルが接続されていない、ゆるんでいる、終端抵抗が接続されていない、ケーブル不良をチェックする。
FD09,ループ状態変化有り(オフラインループテスト) ,システムでリトライするため、対処する必要なし。（途中でループを切り替えない）ただし、発生が多発する場合は回線、  配線状態をチェックする。
FD0A,交信不安定(オフラインループテスト),システムでリトライするため、対処する必要なし。（途中でループを切り替えない）ただし、発生が多発する場合は回線、  配線状態をチェックする。
FD0B,配線異常(オフラインループテスト),配線をチェックする。
FD0C,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FD11,テスト実施中エラー,他局からのテスト終了後に実施する。
FD12,解列中エラー,解列されている原因を直す。
FD13,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FD14,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FD15,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FD16,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FD17,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FD18,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FD19,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FD1A,局番重複局あり（局順確認テスト時）,局番重複局をチェックし修正する。
FD1B,テスト中断エラー ,テスト実施中にテスト実施局がリセット等で中断した。回線上に異常局がある。
FD1C,テスト中ループ切り替えによる中断エラー ,システムでリトライするため、対処する必要なし。（途中でループを切り替えない）ただし、発生が多発する場合は回線、  配線状態をチェックする。
FD1D,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FD1E,バス型・テスト不可エラー,バス形で実行できるテストを行う。
FD20,モードエラー,ネットワークパラメータを新規作成した後、PC書込みする。それでも発生する場合は、CPUまたはネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FD21,H/W異常（送信割り込みエラー）,"オンラインテスト実行中にケーブルが外れた。
ケーブルを元の状態に戻して，オンラインテストを実行してください。"
FD22,H/W異常（受信割り込みエラー）,"オンラインテスト実行中にケーブルが外れた。
ケーブルを元の状態に戻して，オンラインテストを実行してください。"
FD23,データ比較異常,ケーブル不良，H/W不良，ケーブル配線ミス，（バス時）終端抵抗なし，局番重複，管理局重複等をチェックする。
FD24,リトライオーバー,ケーブル不良，H/W不良，ケーブル配線ミス，（バス時）終端抵抗なし，局番重複，管理局重複等をチェックする。
FD25,入力ポートイニシャル値チェックエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FD26,光量チェック正側エラー,ケーブルが異常です。正しいケーブルを装着して、オンラインテストを実施してください。
FD27,光量チェック副側エラー,ケーブルが異常です。正しいケーブルを装着して、オンラインテストを実施してください。
FD28,RAMチェックエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FD29,ROMチェックエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FD2A,タイマ機能チェックエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FD2B,WDT機能チェックエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FD31,オンライン診断要求エラー,１つのオンライン診断完了後再度実施する。
FD32,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FD33,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FD35,レスポンス待ちタイムアウト発生,時間をあけてリトライする。該当局、回線状況をチェックする。
FD36,対応待ちタイムアウト発生 ,時間をあけてリトライする。該当局、回線状況をチェックする。
FD37,他オンライン診断実施中,時間をあけてリトライする。該当局、回線状況をチェックする。
FD38,伝文重複エラー,時間をあけてリトライする。該当局、回線状況をチェックする。
FD39,交信テスト要求先エラー(自局),テスト要求先を変更する。
FD3A,交信テスト要求先エラー(要求不可局),テスト要求できない局が指定された。
FE20,受信データ異常,ルーティングパラメータの見直しまたは中継CPUをAnU，QnA等NET/10対応のCPUに変更する。
FE21,ZNRD/ZNWRﾃﾞﾊﾞｲｽ範囲異常,ACPU宛てのZNRD/ZNWR命令のアクセス対象デバイスの範囲を見直す。
FE22,AnU要求内容異常,GX　Developerでプロジェクトタイプが異なるCPUで他局アクセスをしていないかを確認する。
FE23,システムエラー,専用命令、MCプロトコルの起動元のH/W故障です。最寄の支社または代理店に連絡ください。
FE24,システムエラー,対象局，中継局CPUの状態を確認する。または該当のCPUを変更する。
FE25,システムエラー,"トランジェント伝送の対象局と中継局の電源状態（電圧不足，瞬停，過電圧など）を確認する。
または該当のCPUを変更する。"
FE26,システムエラー,"対象局，中継局CPUの動作状態（WDT ERRORなど）を確認する。
または該当のCPUを変更する。"
FE27,システムエラー,CPUユニットまたはネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FE28,システムエラー,トランジェント伝送の対象局、または自局のネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FE30,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FE31,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FE32,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FE34,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FE36,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FE37,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FE38,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FE39,システムエラー,CPUユニットまたはネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FE3B,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FE3C,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FE3D,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FE3E,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
FE3F,システムエラー,ネットワークユニットのH/W故障です。最寄の支社または代理店に連絡ください。
</ERRCODE>
